ws,text type,value,word,frq,fpm
is a type of,Domain,2.2.5 Molecular Biology,plastid,7,0.2446180790163222
is a type of,Domain,2.2.5 Molecular Biology,tag,7,0.2446180790163222
is a type of,Domain,2.2.5 Molecular Biology,fructo-hydrolase,7,0.2446180790163222
is a type of,Domain,2.2.5 Molecular Biology,ethyl,6,0.2096726391568476
is a type of,Domain,2.2.5 Molecular Biology,hybrid,6,0.2096726391568476
is a type of,Domain,2.2.5 Molecular Biology,specie,6,0.2096726391568476
is a type of,Domain,2.2.5 Molecular Biology,pathway,6,0.2096726391568476
is a type of,Domain,2.2.5 Molecular Biology,reduction,6,0.2096726391568476
is a type of,Domain,2.2.5 Molecular Biology,type,6,0.2096726391568476
is a type of,Domain,2.2.5 Molecular Biology,embryo,6,0.2096726391568476
is a type of,Domain,2.2.5 Molecular Biology,class,6,0.2096726391568476
is a type of,Genre,Book,water,872,30.472423557461852
is a type of,Genre,Book,temperature,494,17.263047290580452
is a type of,Genre,Book,soil,352,12.30079483053506
is a type of,Genre,Book,plant,330,11.53199515362662
is a type of,Genre,Book,wave,312,10.902977236156076
is a type of,Genre,Book,wind,289,10.09923211938816
is a type of,Genre,Book,surface,269,9.400323322198668
is a type of,Genre,Book,system,245,8.561632765571277
is a type of,Genre,Book,climate,245,8.561632765571277
is a type of,Genre,Book,air,238,8.317014686554955
is a type of,Genre,Book,change,223,7.792833088662836
is a type of,Genre,Book,carbon,219,7.653051329224938
is a type of,Genre,Book,specie,219,7.653051329224938
is a type of,Genre,Book,energy,212,7.408433250208616
is a type of,Genre,Book,fish,210,7.338542370489667
is a type of,Genre,Book,sand,207,7.233706050911243
is a type of,Genre,Book,sea,200,6.989087971894921
is a type of,Genre,Book,land,193,6.744469892878598
is a type of,Genre,Book,crop,193,6.744469892878598
is a type of,Genre,Book,pressure,187,6.5347972537217505
is a type of,Genre,Book,area,187,6.5347972537217505
is a type of,Genre,Book,dioxide,182,6.360070054424377
is a type of,Genre,Book,storm,175,6.115451975408056
is a type of,Genre,Book,level,175,6.115451975408056
is a type of,Genre,Book,type,168,5.8708338963917335
is a type of,Genre,Book,CO2,164,5.731052136953835
is a type of,Genre,Book,ocean,163,5.69610669709436
is a type of,Genre,Book,river,163,5.69610669709436
is a type of,Genre,Book,use,162,5.661161257234885
is a type of,Genre,Book,weather,160,5.591270377515936
is a type of,Genre,Book,coal,153,5.346652298499614
is a type of,Genre,Book,size,149,5.206870539061716
is a type of,Genre,Book,acid,144,5.0321433397643425
is a type of,Genre,Book,transport,138,4.822470700607496
is a type of,Genre,Book,rock,137,4.787525260748021
is a type of,Genre,Book,snow,135,4.717634381029072
is a type of,Genre,Book,cloud,132,4.612798061450648
is a type of,Genre,Book,nitrogen,131,4.577852621591173
is a type of,Genre,Book,beach,131,4.577852621591173
is a type of,Genre,Book,oxide,130,4.542907181731699
is a type of,Genre,Book,time,129,4.507961741872224
is a type of,Genre,Book,oil,129,4.507961741872224
is a type of,Genre,Book,effect,125,4.368179982434325
is a type of,Genre,Book,structure,125,4.368179982434325
is a type of,Genre,Book,erosion,123,4.298289102715375
is a type of,Genre,Book,iron,122,4.263343662855901
is a type of,Genre,Book,sediment,121,4.228398222996426
is a type of,Genre,Book,process,119,4.158507343277478
is a type of,Genre,Book,rate,119,4.158507343277478
is a type of,Genre,Book,ice,117,4.0886164635585285
is a type of,Genre,Book,gas,117,4.0886164635585285
is a type of,Genre,Book,material,116,4.053671023699054
is a type of,Genre,Book,rice,116,4.053671023699054
is a type of,Genre,Book,vapor,116,4.053671023699054
is a type of,Genre,Book,clay,113,3.94883470412063
is a type of,Genre,Book,chemical,113,3.94883470412063
is a type of,Genre,Book,site,113,3.94883470412063
is a type of,Genre,Book,road,112,3.9138892642611554
is a type of,Genre,Book,power,112,3.9138892642611554
is a type of,Genre,Book,fuel,112,3.9138892642611554
is a type of,Genre,Book,precipitation,112,3.9138892642611554
is a type of,Genre,Book,â,110,3.843998384542206
is a type of,Genre,Book,oxygen,109,3.8090529446827315
is a type of,Genre,Book,[number],109,3.8090529446827315
is a type of,Genre,Book,datum,109,3.8090529446827315
is a type of,Genre,Book,state,109,3.8090529446827315
is a type of,Genre,Book,mineral,108,3.774107504823257
is a type of,Genre,Book,humidity,108,3.774107504823257
is a type of,Genre,Book,part,107,3.7391620649637822
is a type of,Genre,Book,term,106,3.704216625104308
is a type of,Genre,Book,metal,106,3.704216625104308
is a type of,Genre,Book,particle,105,3.6692711852448334
is a type of,Genre,Book,Figure,105,3.6692711852448334
is a type of,Genre,Book,g,104,3.634325745385359
is a type of,Genre,Book,number,104,3.634325745385359
is a type of,Genre,Book,S,103,3.599380305525884
is a type of,Genre,Book,forest,103,3.599380305525884
is a type of,Genre,Book,methane,103,3.599380305525884
is a type of,Genre,Book,content,103,3.599380305525884
is a type of,Genre,Book,pH,103,3.599380305525884
is a type of,Genre,Book,concentration,102,3.5644348656664095
is a type of,Genre,Book,model,102,3.5644348656664095
is a type of,Genre,Book,heat,102,3.5644348656664095
is a type of,Genre,Book,alga,101,3.529489425806935
is a type of,Genre,Book,compound,101,3.529489425806935
is a type of,Genre,Book,tree,99,3.4595985460879852
is a type of,Genre,Book,atmosphere,98,3.4246531062285106
is a type of,Genre,Book,activity,96,3.354762226509562
is a type of,Genre,Book,sludge,95,3.319816786650087
is a type of,Genre,Book,distribution,95,3.319816786650087
is a type of,Genre,Book,New,95,3.319816786650087
is a type of,Genre,Book,growth,95,3.319816786650087
is a type of,Genre,Book,bacterium,95,3.319816786650087
is a type of,Genre,Book,maize,94,3.2848713467906125
is a type of,Genre,Book,reef,94,3.2848713467906125
is a type of,Genre,Book,development,93,3.249925906931138
is a type of,Genre,Book,speed,91,3.1800350272121887
is a type of,Genre,Book,flood,91,3.1800350272121887
is a type of,Genre,Book,N,89,3.1101441474932394
is a type of,Genre,Book,ozone,88,3.075198707633765
is a type of,Domain,2.2.3 Zoology,fish,99,3.4595985460879852
is a type of,Domain,2.2.3 Zoology,water,65,2.2714535908658493
is a type of,Domain,2.2.3 Zoology,plant,45,1.572544793676357
is a type of,Domain,2.2.3 Zoology,bird,38,1.3279267146600349
is a type of,Domain,2.2.3 Zoology,community,31,1.0833086356437125
is a type of,Domain,2.2.3 Zoology,worm,30,1.0483631957842379
is a type of,Domain,2.2.3 Zoology,whale,28,0.9784723160652888
is a type of,Domain,2.2.3 Zoology,mammal,28,0.9784723160652888
is a type of,Domain,2.2.3 Zoology,structure,26,0.9085814363463397
is a type of,Domain,2.2.3 Zoology,specie,26,0.9085814363463397
is a type of,Domain,2.2.3 Zoology,insect,24,0.8386905566273904
is a type of,Domain,2.2.3 Zoology,ecology,23,0.8037451167679158
is a type of,Domain,2.2.3 Zoology,animal,23,0.8037451167679158
is a type of,Domain,2.2.3 Zoology,type,22,0.7687996769084412
is a type of,Domain,2.2.3 Zoology,shark,22,0.7687996769084412
is a type of,Domain,2.2.3 Zoology,food,21,0.7338542370489667
is a type of,Domain,2.2.3 Zoology,example,20,0.698908797189492
is a type of,Domain,2.2.3 Zoology,bacterium,18,0.6290179174705428
is a type of,Domain,2.2.3 Zoology,crustacean,18,0.6290179174705428
is a type of,Domain,2.2.3 Zoology,temperature,18,0.6290179174705428
is a type of,Domain,2.2.3 Zoology,fin,17,0.5940724776110683
is a type of,Domain,2.2.3 Zoology,sea,17,0.5940724776110683
is a type of,Domain,2.2.3 Zoology,seabed,16,0.5591270377515937
is a type of,Domain,2.2.3 Zoology,surface,16,0.5591270377515937
is a type of,Domain,2.2.3 Zoology,depth,16,0.5591270377515937
is a type of,Domain,2.2.3 Zoology,composition,16,0.5591270377515937
is a type of,Domain,2.2.3 Zoology,substratum,15,0.5241815978921189
is a type of,Domain,2.2.3 Zoology,invertebrate,15,0.5241815978921189
is a type of,Domain,2.2.3 Zoology,soil,15,0.5241815978921189
is a type of,Domain,2.2.3 Zoology,reproduction,15,0.5241815978921189
is a type of,Domain,2.2.3 Zoology,organism,15,0.5241815978921189
is a type of,Domain,2.2.3 Zoology,skin,14,0.4892361580326444
is a type of,Domain,2.2.3 Zoology,size,14,0.4892361580326444
is a type of,Domain,2.2.3 Zoology,arthropod,14,0.4892361580326444
is a type of,Domain,2.2.3 Zoology,chemical,14,0.4892361580326444
is a type of,Domain,2.2.3 Zoology,snail,14,0.4892361580326444
is a type of,Domain,2.2.3 Zoology,head,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,S,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,exoskeleton,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,measure,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,carbon,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,pond,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,net,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,clam,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,movement,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,coral,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,carp,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,wind,13,0.45429071817316985
is a type of,Domain,2.2.3 Zoology,grass,12,0.4193452783136952
is a type of,Domain,2.2.3 Zoology,ammonia,12,0.4193452783136952
is a type of,Domain,2.2.3 Zoology,predator,12,0.4193452783136952
is a type of,Domain,2.2.3 Zoology,alga,12,0.4193452783136952
is a type of,Domain,2.2.3 Zoology,dioxide,12,0.4193452783136952
is a type of,Domain,2.2.3 Zoology,shrimp,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,angler,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,body,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,freshwater,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,Fig.,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,change,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,family,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,sodium,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,crab,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,snake,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,nitrite,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,squid,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,diversity,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,forest,11,0.3843998384542206
is a type of,Domain,2.2.3 Zoology,stipe,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,raccoon,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,jellyfish,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,ray,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,fox,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,chloride,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,space,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,tension,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,reptile,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,covering,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,blowhole,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,habitat,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,River,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,use,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,tree,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,opening,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,climate,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,leg,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,effect,10,0.349454398594746
is a type of,Domain,2.2.3 Zoology,cat,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,Appendix,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,duck,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,grasshopper,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,ocean,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,estuary,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,sand,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,anemone,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,lake,9,0.3145089587352714
is a type of,Domain,2.2.3 Zoology,leave,8,0.27956351887579683
is a type of,Domain,2.2.3 Zoology,beetle,8,0.27956351887579683
is a type of,Domain,2.2.3 Zoology,lion,8,0.27956351887579683
is a type of,Domain,2.2.3 Zoology,finch,8,0.27956351887579683
is a type of,Domain,2.2.3 Zoology,sp,8,0.27956351887579683
is a type of,Domain,2.6 Chemistry,plant,92,3.2149804670716633
is a type of,Domain,2.6 Chemistry,maize,90,3.145089587352714
is a type of,Domain,2.6 Chemistry,acid,82,2.8655260684769175
is a type of,Domain,2.6 Chemistry,transport,75,2.620907989460595
is a type of,Domain,2.6 Chemistry,water,61,2.1316718314279504
is a type of,Domain,2.6 Chemistry,carbon,52,1.8171628726926794
is a type of,Domain,2.6 Chemistry,Fig.,51,1.7822174328332048
is a type of,Domain,2.6 Chemistry,phosphate,48,1.677381113254781
is a type of,Domain,2.6 Chemistry,oxide,48,1.677381113254781
is a type of,Domain,2.6 Chemistry,metal,47,1.6424356733953063
is a type of,Domain,2.6 Chemistry,phosphorus,47,1.6424356733953063
is a type of,Domain,2.6 Chemistry,uptake,43,1.502653913957408
is a type of,Domain,2.6 Chemistry,protein,43,1.502653913957408
is a type of,Domain,2.6 Chemistry,[number],43,1.502653913957408
is a type of,Domain,2.6 Chemistry,dioxide,43,1.502653913957408
is a type of,Domain,2.6 Chemistry,waste,41,1.4327630342384587
is a type of,Domain,2.6 Chemistry,schematic,41,1.4327630342384587
is a type of,Domain,2.6 Chemistry,iron,40,1.397817594378984
is a type of,Domain,2.6 Chemistry,energy,40,1.397817594378984
is a type of,Domain,2.6 Chemistry,nitrogen,40,1.397817594378984
is a type of,Domain,2.6 Chemistry,chemical,40,1.397817594378984
is a type of,Domain,2.6 Chemistry,compound,39,1.3628721545195095
is a type of,Domain,2.6 Chemistry,system,39,1.3628721545195095
is a type of,Domain,2.6 Chemistry,fuel,39,1.3628721545195095
is a type of,Domain,2.6 Chemistry,corn,37,1.2929812748005602
is a type of,Domain,2.6 Chemistry,specie,35,1.223090395081611
is a type of,Domain,2.6 Chemistry,reaction,34,1.1881449552221366
is a type of,Domain,2.6 Chemistry,hydrogen,33,1.153199515362662
is a type of,Domain,2.6 Chemistry,base,31,1.0833086356437125
is a type of,Domain,2.6 Chemistry,g,31,1.0833086356437125
is a type of,Domain,2.6 Chemistry,material,30,1.0483631957842379
is a type of,Domain,2.6 Chemistry,change,29,1.0134177559247635
is a type of,Domain,2.6 Chemistry,process,28,0.9784723160652888
is a type of,Domain,2.6 Chemistry,calcium,27,0.9435268762058142
is a type of,Domain,2.6 Chemistry,may,27,0.9435268762058142
is a type of,Domain,2.6 Chemistry,N,26,0.9085814363463397
is a type of,Domain,2.6 Chemistry,soil,26,0.9085814363463397
is a type of,Domain,2.6 Chemistry,rate,26,0.9085814363463397
is a type of,Domain,2.6 Chemistry,part,26,0.9085814363463397
is a type of,Domain,2.6 Chemistry,nutrient,26,0.9085814363463397
is a type of,Domain,2.6 Chemistry,nitrate,26,0.9085814363463397
is a type of,Domain,2.6 Chemistry,structure,24,0.8386905566273904
is a type of,Domain,2.6 Chemistry,formation,24,0.8386905566273904
is a type of,Domain,2.6 Chemistry,capital,24,0.8386905566273904
is a type of,Domain,2.6 Chemistry,durum,24,0.8386905566273904
is a type of,Domain,2.6 Chemistry,methane,23,0.8037451167679158
is a type of,Domain,2.6 Chemistry,gas,23,0.8037451167679158
is a type of,Domain,2.6 Chemistry,model,23,0.8037451167679158
is a type of,Domain,2.6 Chemistry,gene,23,0.8037451167679158
is a type of,Domain,2.6 Chemistry,Mr,22,0.7687996769084412
is a type of,Domain,2.6 Chemistry,development,22,0.7687996769084412
is a type of,Domain,2.6 Chemistry,Ag,22,0.7687996769084412
is a type of,Domain,2.6 Chemistry,climate,22,0.7687996769084412
is a type of,Domain,2.6 Chemistry,mineral,22,0.7687996769084412
is a type of,Domain,2.6 Chemistry,group,22,0.7687996769084412
is a type of,Domain,2.6 Chemistry,ion,21,0.7338542370489667
is a type of,Domain,2.6 Chemistry,ozone,21,0.7338542370489667
is a type of,Domain,2.6 Chemistry,bacterium,21,0.7338542370489667
is a type of,Domain,2.6 Chemistry,wheat,20,0.698908797189492
is a type of,Domain,2.6 Chemistry,clay,20,0.698908797189492
is a type of,Domain,2.6 Chemistry,use,20,0.698908797189492
is a type of,Domain,2.6 Chemistry,combustion,20,0.698908797189492
is a type of,Domain,2.6 Chemistry,sorghum,20,0.698908797189492
is a type of,Domain,2.6 Chemistry,control,19,0.6639633573300174
is a type of,Domain,2.6 Chemistry,activity,19,0.6639633573300174
is a type of,Domain,2.6 Chemistry,pH,19,0.6639633573300174
is a type of,Domain,2.6 Chemistry,concentration,19,0.6639633573300174
is a type of,Domain,2.6 Chemistry,atmosphere,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,sulfur,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,sediment,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,sand,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,oxygen,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,production,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,i,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,carbonate,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,sequence,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,Arabidopsis,18,0.6290179174705428
is a type of,Domain,2.6 Chemistry,oxidant,17,0.5940724776110683
is a type of,Domain,2.6 Chemistry,road,17,0.5940724776110683
is a type of,Domain,2.6 Chemistry,emission,17,0.5940724776110683
is a type of,Domain,2.6 Chemistry,level,17,0.5940724776110683
is a type of,Domain,2.6 Chemistry,human,17,0.5940724776110683
is a type of,Domain,2.6 Chemistry,time,17,0.5940724776110683
is a type of,Domain,2.6 Chemistry,chlorine,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,grain,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,chloride,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,enzyme,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,supply,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,result,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,aldehyde,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,substance,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,source,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,distribution,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,sulfide,16,0.5591270377515937
is a type of,Domain,2.6 Chemistry,barley,15,0.5241815978921189
is a type of,Domain,2.6 Chemistry,toxicity,15,0.5241815978921189
is a type of,Domain,2.6 Chemistry,absorption,15,0.5241815978921189
is a type of,Domain,2.6 Chemistry,s,15,0.5241815978921189
is a type of,Domain,2.6 Chemistry,temperature,15,0.5241815978921189
is a type of,Domain,2.6 Chemistry,factor,15,0.5241815978921189
is a type of,Domain,3.2.5.2 Water Treatment and Supply,water,187,6.5347972537217505
is a type of,Domain,3.2.5.2 Water Treatment and Supply,sludge,115,4.018725583839579
is a type of,Domain,3.2.5.2 Water Treatment and Supply,waste,100,3.4945439859474603
is a type of,Domain,3.2.5.2 Water Treatment and Supply,treatment,88,3.075198707633765
is a type of,Domain,3.2.5.2 Water Treatment and Supply,metal,85,2.9703623880553414
is a type of,Domain,3.2.5.2 Water Treatment and Supply,site,75,2.620907989460595
is a type of,Domain,3.2.5.2 Water Treatment and Supply,wastewater,71,2.4811262300226966
is a type of,Domain,3.2.5.2 Water Treatment and Supply,bowl,69,2.411235350303748
is a type of,Domain,3.2.5.2 Water Treatment and Supply,process,66,2.306399030725324
is a type of,Domain,3.2.5.2 Water Treatment and Supply,acid,63,2.2015627111468996
is a type of,Domain,3.2.5.2 Water Treatment and Supply,chemical,60,2.0967263915684757
is a type of,Domain,3.2.5.2 Water Treatment and Supply,land,59,2.0617809517090016
is a type of,Domain,3.2.5.2 Water Treatment and Supply,sand,58,2.026835511849527
is a type of,Domain,3.2.5.2 Water Treatment and Supply,phenol,57,1.9918900719900523
is a type of,Domain,3.2.5.2 Water Treatment and Supply,filter,56,1.9569446321305777
is a type of,Domain,3.2.5.2 Water Treatment and Supply,hypochlorite,50,1.7472719929737301
is a type of,Domain,3.2.5.2 Water Treatment and Supply,bag,49,1.7123265531142553
is a type of,Domain,3.2.5.2 Water Treatment and Supply,tank,48,1.677381113254781
is a type of,Domain,3.2.5.2 Water Treatment and Supply,surface,48,1.677381113254781
is a type of,Domain,3.2.5.2 Water Treatment and Supply,sodium,47,1.6424356733953063
is a type of,Domain,3.2.5.2 Water Treatment and Supply,disposal,47,1.6424356733953063
is a type of,Domain,3.2.5.2 Water Treatment and Supply,soil,45,1.572544793676357
is a type of,Domain,3.2.5.2 Water Treatment and Supply,bacterium,44,1.5375993538168824
is a type of,Domain,3.2.5.2 Water Treatment and Supply,particle,44,1.5375993538168824
is a type of,Domain,3.2.5.2 Water Treatment and Supply,solid,42,1.4677084740979334
is a type of,Domain,3.2.5.2 Water Treatment and Supply,material,41,1.4327630342384587
is a type of,Domain,3.2.5.2 Water Treatment and Supply,carbon,40,1.397817594378984
is a type of,Domain,3.2.5.2 Water Treatment and Supply,pond,40,1.397817594378984
is a type of,Domain,3.2.5.2 Water Treatment and Supply,chloride,40,1.397817594378984
is a type of,Domain,3.2.5.2 Water Treatment and Supply,ion,39,1.3628721545195095
is a type of,Domain,3.2.5.2 Water Treatment and Supply,size,38,1.3279267146600349
is a type of,Domain,3.2.5.2 Water Treatment and Supply,oil,38,1.3279267146600349
is a type of,Domain,3.2.5.2 Water Treatment and Supply,concentration,37,1.2929812748005602
is a type of,Domain,3.2.5.2 Water Treatment and Supply,dioxide,37,1.2929812748005602
is a type of,Domain,3.2.5.2 Water Treatment and Supply,oxidation,36,1.2580358349410856
is a type of,Domain,3.2.5.2 Water Treatment and Supply,air,36,1.2580358349410856
is a type of,Domain,3.2.5.2 Water Treatment and Supply,mineral,36,1.2580358349410856
is a type of,Domain,3.2.5.2 Water Treatment and Supply,nitrogen,36,1.2580358349410856
is a type of,Domain,3.2.5.2 Water Treatment and Supply,filtration,36,1.2580358349410856
is a type of,Domain,3.2.5.2 Water Treatment and Supply,weir,35,1.223090395081611
is a type of,Domain,3.2.5.2 Water Treatment and Supply,plant,35,1.223090395081611
is a type of,Domain,3.2.5.2 Water Treatment and Supply,compound,34,1.1881449552221366
is a type of,Domain,3.2.5.2 Water Treatment and Supply,type,33,1.153199515362662
is a type of,Domain,3.2.5.2 Water Treatment and Supply,cement,33,1.153199515362662
is a type of,Domain,3.2.5.2 Water Treatment and Supply,bed,32,1.1182540755031873
is a type of,Domain,3.2.5.2 Water Treatment and Supply,temperature,32,1.1182540755031873
is a type of,Domain,3.2.5.2 Water Treatment and Supply,product,32,1.1182540755031873
is a type of,Domain,3.2.5.2 Water Treatment and Supply,gas,31,1.0833086356437125
is a type of,Domain,3.2.5.2 Water Treatment and Supply,substance,31,1.0833086356437125
is a type of,Domain,3.2.5.2 Water Treatment and Supply,note,30,1.0483631957842379
is a type of,Domain,3.2.5.2 Water Treatment and Supply,phase,30,1.0483631957842379
is a type of,Domain,3.2.5.2 Water Treatment and Supply,oxygen,30,1.0483631957842379
is a type of,Domain,3.2.5.2 Water Treatment and Supply,calcium,30,1.0483631957842379
is a type of,Domain,3.2.5.2 Water Treatment and Supply,construction,30,1.0483631957842379
is a type of,Domain,3.2.5.2 Water Treatment and Supply,Marcellus,29,1.0134177559247635
is a type of,Domain,3.2.5.2 Water Treatment and Supply,shape,29,1.0134177559247635
is a type of,Domain,3.2.5.2 Water Treatment and Supply,dust,29,1.0134177559247635
is a type of,Domain,3.2.5.2 Water Treatment and Supply,river,29,1.0134177559247635
is a type of,Domain,3.2.5.2 Water Treatment and Supply,pH,28,0.9784723160652888
is a type of,Domain,3.2.5.2 Water Treatment and Supply,speed,28,0.9784723160652888
is a type of,Domain,3.2.5.2 Water Treatment and Supply,mine,28,0.9784723160652888
is a type of,Domain,3.2.5.2 Water Treatment and Supply,slurry,28,0.9784723160652888
is a type of,Domain,3.2.5.2 Water Treatment and Supply,management,27,0.9435268762058142
is a type of,Domain,3.2.5.2 Water Treatment and Supply,lake,27,0.9435268762058142
is a type of,Domain,3.2.5.2 Water Treatment and Supply,rate,27,0.9435268762058142
is a type of,Domain,3.2.5.2 Water Treatment and Supply,nutrient,27,0.9435268762058142
is a type of,Domain,3.2.5.2 Water Treatment and Supply,removal,27,0.9435268762058142
is a type of,Domain,3.2.5.2 Water Treatment and Supply,level,26,0.9085814363463397
is a type of,Domain,3.2.5.2 Water Treatment and Supply,conveyor,26,0.9085814363463397
is a type of,Domain,3.2.5.2 Water Treatment and Supply,reactor,25,0.8736359964868651
is a type of,Domain,3.2.5.2 Water Treatment and Supply,fi,25,0.8736359964868651
is a type of,Domain,3.2.5.2 Water Treatment and Supply,system,25,0.8736359964868651
is a type of,Domain,3.2.5.2 Water Treatment and Supply,ammonia,25,0.8736359964868651
is a type of,Domain,3.2.5.2 Water Treatment and Supply,landfill,25,0.8736359964868651
is a type of,Domain,3.2.5.2 Water Treatment and Supply,time,25,0.8736359964868651
is a type of,Domain,3.2.5.2 Water Treatment and Supply,model,25,0.8736359964868651
is a type of,Domain,3.2.5.2 Water Treatment and Supply,spill,24,0.8386905566273904
is a type of,Domain,3.2.5.2 Water Treatment and Supply,NaOCl,24,0.8386905566273904
is a type of,Domain,3.2.5.2 Water Treatment and Supply,transport,24,0.8386905566273904
is a type of,Domain,3.2.5.2 Water Treatment and Supply,Bowl,24,0.8386905566273904
is a type of,Domain,3.2.5.2 Water Treatment and Supply,Ca,24,0.8386905566273904
is a type of,Domain,3.2.5.2 Water Treatment and Supply,OCl,24,0.8386905566273904
is a type of,Domain,3.2.5.2 Water Treatment and Supply,kiln,24,0.8386905566273904
is a type of,Domain,3.2.5.2 Water Treatment and Supply,methane,23,0.8037451167679158
is a type of,Domain,3.2.5.2 Water Treatment and Supply,plastic,23,0.8037451167679158
is a type of,Domain,3.2.5.2 Water Treatment and Supply,density,23,0.8037451167679158
is a type of,Domain,3.2.5.2 Water Treatment and Supply,paper,23,0.8037451167679158
is a type of,Domain,3.2.5.2 Water Treatment and Supply,w,23,0.8037451167679158
is a type of,Domain,3.2.5.2 Water Treatment and Supply,scrubber,23,0.8037451167679158
is a type of,Domain,3.2.5.2 Water Treatment and Supply,PAC,23,0.8037451167679158
is a type of,Domain,3.2.5.2 Water Treatment and Supply,dye,22,0.7687996769084412
is a type of,Domain,3.2.5.2 Water Treatment and Supply,fl,22,0.7687996769084412
is a type of,Domain,3.2.5.2 Water Treatment and Supply,production,22,0.7687996769084412
is a type of,Domain,3.2.5.2 Water Treatment and Supply,hydrocarbon,21,0.7338542370489667
is a type of,Domain,3.2.5.2 Water Treatment and Supply,aerator,21,0.7338542370489667
is a type of,Domain,3.2.5.2 Water Treatment and Supply,g,21,0.7338542370489667
is a type of,Domain,3.2.5.2 Water Treatment and Supply,biodegradation,21,0.7338542370489667
is a type of,Domain,3.2.5.2 Water Treatment and Supply,nitrate,21,0.7338542370489667
is a type of,Domain,3.2.5.2 Water Treatment and Supply,SO2,21,0.7338542370489667
is a type of,Domain,3.2.5.2 Water Treatment and Supply,lawn,20,0.698908797189492
is a type of,Genre,Others,National,103,3.599380305525884
is a type of,Genre,Others,Association,93,3.249925906931138
